calories,carbohydrates,cholesterol,cook_time,course,cuisine,description,fat,fiber,full_name,image_url,ingredient_count,ingredients,instructions,monounsaturated_fat,notes,polyunsaturated_fat,potassium,prep_time,protein,recipe_id,saturated_fat,serving,sodium,sugar,title,dairy_free,gluten_free
233,33.0,46.0,,Side Dish,American,"This gluten-free , is a holiday season must! Fresh sweet potatoes, warming spices, and a honey walnut topping make this a perfect side dish for any table. This easy, lightened up casserole is a sweet and savory twist on a holiday favorite.",9.0,5.0,Gluten-Free Sweet Potato Casserole with Honey Walnut Topping,https://ohsnapmacros.com/wp-content/uploads/2023/10/gfsweetpotatocasserole-20-300x300.jpg,13,"[{'amount': '3.5', 'unit': 'lbs.', 'name': 'sweet potatoes (4-5 potatoes)', 'notes': 'peeled and cut into chunks'}, {'amount': '3', 'unit': 'Tbsp.', 'name': 'butter or coconut oil', 'notes': None}, {'amount': '1/4', 'unit': 'cup', 'name': 'almond milk', 'notes': 'almond, coconut or regular based on preference'}, {'amount': '2', 'unit': 'large', 'name': 'eggs', 'notes': None}, {'amount': '1/3', 'unit': 'cup', 'name': 'honey', 'notes': '113g'}, {'amount': '1', 'unit': 'tsp.', 'name': 'pure vanilla extract', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'ground cinnamon', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'ground nutmeg', 'notes': None}, {'amount': '1/2', 'unit': 'cup', 'name': 'chopped walnuts', 'notes': '60g'}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'honey', 'notes': '42g'}, {'amount': '1/2 ', 'unit': 'tsp.', 'name': 'ground cinnamon', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'salt', 'notes': None}]","Preheat your oven to 375 degrees Fahrenheit and grease a 9×13-inch casserole dish.  ,In a large pot, cover the sweet potato chunks with water. Bring to a boil, then reduce the heat and simmer until the sweet potatoes are tender when poked with a fork (about 20-25 minutes). Drain and let them cool for a few minutes.,In a large bowl, mash the sweet potatoes with a potato masher or hand-held mixer ensuring a smooth texture. For best results on a super creamy texture, use a hand mixer.,Add butter, milk, eggs, honey, vanilla extract, salt, cinnamon, and nutmeg to the mashed sweet potatoes. Mix until well combined. Transfer the sweet potato mixture into a greased 9×13-inch baking dish.,In a separate bowl, combine the walnuts and honey and mix to evenly combine. Evenly sprinkle the walnuts over the sweet potato mixture followed by cinnamon and salt. I like to pour the cinnamon in my palm and evenly spread it over the top. You will need to work the nuts around the top as they will be sticky. ,Bake in the preheated oven for 25-30 minutes, or until the topping is golden and the casserole is hot. Remove from the oven, serve and enjoy.",2.0,,3.0,447.0,15.0,5.0,35475,3.0,10,293.0,18.0,Sweet Potato Casserole,1,0
41,,18.0,50.0,Main Course,American,"This,is easy, flavorful and extremely versatile. You only need beef, broth and seasonings to have this ready on a busy weeknight. Serve in tacos, on salads, in quesadillas or in a sandwich and use the sauce as a delicious dip. ",2.0,,Instant Pot Shredded Beef,https://ohsnapmacros.com/wp-content/uploads/2022/11/ohsnapmacros-13191-300x300.jpg,9,"[{'amount': '3', 'unit': 'lbs.', 'name': 'boneless chuck roast', 'notes': None}, {'amount': '2', 'unit': 'tbsp.', 'name': 'olive oil', 'notes': 'split'}, {'amount': '1', 'unit': 'tbsp. ', 'name': 'salt', 'notes': None}, {'amount': '1', 'unit': 'tbsp. ', 'name': 'garlic powder', 'notes': None}, {'amount': '1', 'unit': 'tbsp.', 'name': 'onion powder', 'notes': None}, {'amount': '1', 'unit': 'tbsp. ', 'name': 'chili powder', 'notes': None}, {'amount': '1', 'unit': None, 'name': 'lime', 'notes': 'juiced'}, {'amount': '1', 'unit': 'cup', 'name': 'beef broth', 'notes': None}, {'amount': '1', 'unit': None, 'name': 'handful cilantro', 'notes': 'chopped (optional)'}]","Turn the instant pot on sauté. Trim the fat off your beef and cut into 2 inch chunks and place in a bowl. Add 1 tbsp. of olive oil, garlic powder, salt, onion powder, chili powder and lime juice to the bowl and mix together well to combine. ,Add the second 1 tbsp. olive oil to the instant pot and sauté the beef on all sides until slightly browned but not cooked. ,Add the beef broth to the pot, cover with the lid and seal the release valve. Pressure cook for 30 minutes. ,Let the beef slow release for 20 minutes before quick releasing. Once done you can either shred the beef directly in the pot or remove the beef with a slotted spoon, shred and return. ,To slightly thicken the sauce mix the tapioca flour with water and add to the pot. Mix well to combine. Lastly, add (optional) a handful of chopped cilantro. ,Serve in tacos, sandwiches, on salads or as is. ",1.0,chopped (optional),,94.0,10.0,5.0,17482,1.0,53,155.0,,Instant Pot Shredded Beef,1,0
398,44.2,69.0,10.0,Main Course,American,"These , are another meal prep winner. Combining lean ground beef, homemade teriyaki sauce and a ton of vegetables you have a hearty and healthy bowl.",9.8,3.2,Teriyaki Beef Bowls,https://ohsnapmacros.com/wp-content/uploads/2023/01/roasted-garlic-cottage-mashed-potatoes-06-300x300.jpg,15,"[{'amount': '1', 'unit': 'lbs.', 'name': 'lean ground beef ', 'notes': '96/4'}, {'amount': '1', 'unit': None, 'name': 'red bell pepper ', 'notes': 'thinly sliced'}, {'amount': '2', 'unit': 'cups', 'name': 'broccoli florettes ', 'notes': 'chopped'}, {'amount': '1/2', 'unit': 'cup', 'name': 'shredded carrots', 'notes': None}, {'amount': '1', 'unit': None, 'name': 'garlic clove', 'notes': 'minced'}, {'amount': '1/3', 'unit': 'cup', 'name': None, 'notes': '100g'}, {'amount': '1', 'unit': 'tsp.', 'name': None, 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': None, 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'garlic powder', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'ground ginger', 'notes': None}, {'amount': '10', 'unit': 'oz.', 'name': None, 'notes': None}, {'amount': '1', 'unit': 'package', 'name': None, 'notes': '1 pouch (8.5oz)'}, {'amount': '2', 'unit': 'Tbsp. ', 'name': None, 'notes': None}, {'amount': '2', 'unit': None, 'name': 'green onions', 'notes': 'chopped'}, {'amount': None, 'unit': None, 'name': 'red pepper flakes', 'notes': 'to taste'}]","Heat a pan over medium, spray with cooking spray and add the ground beef. Using a spatula break the beef into bite size pieces as it cooks. Cook until it is fully cooked through and no longer pink in the center approximately 5-7 minutes. ,While the beef cooks add the chopped broccoli to a microwave safe bowl with a splash of water at the bottom. Microwave for 1 minutes to soften some. Once the beef is cooked through add the broccoli, bell peppers, carrots and garlic to the pan. Cook, stirring often until the vegetables have softened. ,Add the sauce ingredients to a bowl and whisk together. Add to the cooked beef and simmer for 5-10 minutes stirring to get everything evenly coated and the sauce soaked into the beef. ,Cook the cauliflower rice and jasmine according to their package instructions. Mix them two together in a bowl. Add chopped green onions, sprinkle of red pepper flakes and additional coconut aminos. Mix together to combine. ,Assemble the teriyaki beef bowls with the rice blend and cooked teriyaki beef. ,For meal prep: each teriyaki beef bowl gets 180 grams of teriyaki beef and 128 grams of rice blend. The recipe makes 4 bowls or servings. Optional, top with additional coconut aminos, red pepper flakes, and chopped green onions as desired. ",1.5,to taste,1.6,427.7,10.0,30.4,25310,2.5,4,913.0,15.6,Teriyaki Beef Bowls,1,0
179,36.0,,10.0,Side Dish,American,"This , is extremely easy, flavorful and can be ready in under 30 minutes. Using pre cooked rice, tons of hidden veggies and fresh mango you’ll have the perfect weeknight side dish the entire family can enjoy. ",2.0,4.0,Mango Fried Rice,https://ohsnapmacros.com/wp-content/uploads/2022/10/oshnapmacros-277-300x300.jpg,11,"[{'amount': '2', 'unit': 'bags', 'name': None, 'notes': 'Uncle Bens Microwave Rice '}, {'amount': '12', 'unit': 'oz.', 'name': 'frozen riced cauliflower ', 'notes': None}, {'amount': '1/2', 'unit': 'Tbsp. ', 'name': 'olive oil', 'notes': None}, {'amount': '2', 'unit': 'cups', 'name': None, 'notes': None}, {'amount': '1/4', 'unit': 'cup', 'name': '+ 1 tbsp. coconut aminos ', 'notes': None}, {'amount': '1/2', 'unit': 'Tbsp.', 'name': None, 'notes': 'adjust heat here'}, {'amount': '1', 'unit': 'tsp. ', 'name': 'sesame oil', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'garlic powder', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': '1', 'unit': None, 'name': 'mango', 'notes': 'chopped'}, {'amount': '3', 'unit': None, 'name': 'green onions', 'notes': 'chopped '}]","Prep your rice, riced cauliflower and frozen vegetables prior to starting by either microwaving or cooking on the stove. Drain the excess liquid from the cauliflower and vegetables. ,Heat a large pan over medium. Add olive oil to the pan and heat. Add rice and cauliflower rice and mix to coat well. Add the defrosted vegetables and mix together to combine. ,To the rice mixture add coconut aminos, sesame oil, chili paste, garlic powder and salt. Mix everything together so everything is combined. ,Let the rice burn. You want to let the mixture sit and cook for a while to get crispy prior to stirring. Repeat until you have some crispy burnt pieces of rice throughout the dish. ,Lastly, mix in the chopped mango and green onions and stir to combine. Remove from heat and serve. ",1.0,chopped ,0.2,281.0,5.0,5.0,16863,0.3,8,371.0,5.0,Mango Fried Rice,1,0
302,29.0,90.6,20.0,Main Course,Italian,"This , is perfectly sauced, effortless to make, and guaranteed to be a family favorite. This tomato based pasta is high in protein from ground chicken and filled with flavor from herbs, spices and simple seasonings. ",8.0,3.0,Instant Pot Chicken Spaghetti,https://ohsnapmacros.com/wp-content/uploads/2023/03/osm-55-300x300.jpg,12,"[{'amount': '2', 'unit': 'lbs.', 'name': 'Italian seasoned ground chicken', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'olive oil', 'notes': None}, {'amount': '8', 'unit': 'oz', 'name': 'Barilla Protein Plus spaghetti', 'notes': 'uncooked, broken in half '}, {'amount': '1', 'unit': 'medium', 'name': 'onion', 'notes': 'diced'}, {'amount': '2', 'unit': 'cloves', 'name': 'garlic', 'notes': 'minced'}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'paprika', 'notes': None}, {'amount': None, 'unit': None, 'name': 'salt and black pepper, to taste', 'notes': None}, {'amount': '1', 'unit': 'medium', 'name': 'zucchini', 'notes': 'shredded'}, {'amount': '2', 'unit': 'cups', 'name': 'low sodium chicken broth', 'notes': None}, {'amount': '1', 'unit': 'can', 'name': 'diced tomatoes, undrained', 'notes': '14.5 oz.'}, {'amount': '1', 'unit': 'can', 'name': 'tomato sauce', 'notes': '8 oz.'}, {'amount': '1/4', 'unit': 'cup', 'name': 'fresh parsley', 'notes': 'chopped'}]","Prepare the ingredients by dicing the onion, mincing the garlic, shredded the zuchinni and breaking the spaghetti in half. Squeeze the moisture out of the shredded zucchini with a paper towel. Turn on the Instant Pot and press the “Sauté” function. Allow the pot to heat up for a minute or two.,Add a tablespoon of olive oil, followed by the onion and garlic. Sauté for 2-3 minutes until the onions become translucent and the garlic is fragrant.,Add the ground chicken to the Instant Pot, along with paprika, salt, and pepper. Sauté, breaking up the chicken into smaller pieces with a spatula, for 5-6 minutes, or until the chicken is cooked through and no longer pink.,Turn off the “Sauté” function. Add the zucchini and stir together to combine. Pour the tomatoes and tomato sauce into the chicken and stir. Add the broken spaghetti on top to the pot, arranging it in a crisscross pattern to minimize sticking.,Pour the chicken broth over the spaghetti. Do not stir. Press down on the spaghetti to ensure it’s submerged in the liquid as best as possible.  Secure the Instant Pot lid and set the pressure release valve to “Sealing.” Select “Manual” or “Pressure Cook” and set the timer for 5 minutes on high pressure.,When the cooking time is up, perform a quick pressure release by carefully turning the pressure release valve to “Venting.” Once the pressure has been released, carefully remove the Instant Pot lid.,Stir the spaghetti to separate the noodles. The sauce will thicken as you stir. If needed, turn on the “Sauté” function for a couple of minutes to reduce the sauce to your desired consistency but note it will continue to thicken as it cools.,Top with fresh chopped parsley, parmesan cheese and enjoy your instant pot chicken spaghetti. ",1.5,chopped,0.4,271.0,10.0,28.0,27713,1.4,8,1076.0,4.9,Instant Pot Chicken Spaghetti,1,0
418,52.5,70.0,30.0,Main Course,American,"These , are filled with lean protein, fiber and so much flavor from a homemade peanut sauce. Made with kale and sweet potatoes, these healthy bowls are the best way to meal prep or enjoy an easy weeknight dinner. ",4.6,10.4,High Protein Ground Turkey Bowls with Peanut Sauce,https://ohsnapmacros.com/wp-content/uploads/2023/01/groundturkeybowls-1-1-300x300.jpg,25,"[{'amount': '1 ', 'unit': 'lb.', 'name': 'lean ground turkey', 'notes': '99/1'}, {'amount': '1', 'unit': 'tsp.', 'name': 'chili powder', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'smoked paprika', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'ground turmeric ', 'notes': None}, {'amount': '2', 'unit': None, 'name': 'large sweet potatoes, chopped', 'notes': '948g raw'}, {'amount': '3', 'unit': 'cups', 'name': 'kale, chopped', 'notes': '1 large bunch'}, {'amount': '1/2', 'unit': None, 'name': 'lemon, juiced', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'olive oil', 'notes': None}, {'amount': '1/2', 'unit': None, 'name': 'english cucumber, sliced', 'notes': None}, {'amount': '1.5', 'unit': 'cups', 'name': 'cherry tomatoes ', 'notes': None}, {'amount': '1', 'unit': 'cup', 'name': 'sliced carrots', 'notes': None}, {'amount': None, 'unit': None, 'name': 'salt and black pepper ', 'notes': None}, {'amount': '1/2', 'unit': 'cup', 'name': '+ 2 Tbsp. powdered peanut butter PB2 ', 'notes': '52g'}, {'amount': '1/4', 'unit': 'cup', 'name': 'water', 'notes': None}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'lite maple syrup', 'notes': None}, {'amount': '1/2', 'unit': None, 'name': 'lemon, juiced', 'notes': None}, {'amount': None, 'unit': None, 'name': 'dash of cayenne pepper ', 'notes': 'to taste'}, {'amount': None, 'unit': None, 'name': 'pinch of salt ', 'notes': None}, {'amount': '1/2', 'unit': 'cup', 'name': 'apple cider vinegar', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'honey', 'notes': None}, {'amount': '1 1/2', 'unit': 'tsp. ', 'name': 'kosher salt', 'notes': None}, {'amount': '1', 'unit': 'cup', 'name': 'water', 'notes': None}, {'amount': '1', 'unit': None, 'name': 'red onion', 'notes': 'sliced'}, {'amount': '3', 'unit': None, 'name': 'garlic cloves', 'notes': 'whole'}, {'amount': '1', 'unit': 'Tbsp. ', 'name': 'black peppercorns ', 'notes': None}]","Whisk apple cider vinegar, honey, salt, and 1 cup water in a small bowl until honey and salt dissolve. Place the red onion, garlic and peppercorns in a mason jar with a tight-fitting lid; pour the vinegar mixture over top and let it sit at room temperature for at least 1 hour.,Pre-heat the oven to 425 degrees Fahrenheit. Wash and chop the sweet potatoes into bite size pieces, add to a baking sheet prayed with nonstick cooking spray. Spray the potatoes with cooking spray and season with salt and pepper. Roast for 25-30 minutes until fork tender and browned. ,add the chopped potatoes to a pre-heated air fryer pan. Cook at 400 degrees Fahrenheit for 10-15 minutes until fork tender and browned. Shake the basket halfway through. I personally prefer roasting in the oven because you may need to work in batched with the air fryer depending on the size of your basket. ,While the potatoes roast cook the ground turkey. Heat a pan over medium, spray with cooking spray and add the ground turkey. Using a spatula break the turkey into bite size pieces as it cooks. Cook until it is fully cooked through and no longer pink in the center, approximately 5 minutes. Add the chili powder, smoked paprika and ground turmeric. Stir together to evenly coat and remove from the heat. ,Remove the kale from the stems by slicing along the side of the stem and discarding the stem. Chop into bite size pieces and rinse. Add the rinsed and dried kale to a bowl with the olive oil, salt and lemon juice and using your hands massage the oil into the kale. You will start to notice the texture of the kale changes, softens and shrinks. Once you have massaged the kale for a few minutes and it has decreased in size by about half set aside. ,Combine the powdered peanut butter and water in a bowl and forming a peanut butter paste. Add the remaining ingredients to the bowl and mix together well to combine. Set aside until you’re ready to assemble your bowls. If you want the sauce to be any thinner just add more water. ,Assemble your ground turkey bowls. As always it’s best to weigh your final weights and divide by the numbers of servings for accurate measurements. Ex. weigh your roasted sweet potatoes in grams and divide by 4, that’s how many grams each bowl gets.,Each bowl gets the following: 1/4 ground turkey (approx. 90 grams), 1/4 roasted sweet potatoes (approx. 155 grams), 1/4 kale salad, 4 cherry tomatoes, 4 cucumber slices, 1/4 cup sliced carrots, 37 grams peanut sauce, pickled red onions (if using). ,Nutrition facts without sweet potatoes: 252 calories 38 P / 19 C / 4 F ,Nutrition facts with sweet potatoes: 418 calories 42 P / 52 C / 5 F ",0.8,,0.1,1196.0,10.0,42.0,26035,0.2,4,288.7,23.8,Ground Turkey Bowls,1,0
280,41.4,107.0,15.0,Main Course,American,"This ,is quick and easy with a homemade sweet and sour sauce that will satisfy all your takeout cravings. Using minimal ingredients you can have this healthy sweet and sour chicken ready in under 20 minutes. Without even breading the chicken this sticky, sweet and delicious sauce will have you making this recipe again and again.",2.9,0.5,Quick and Healthy Air Fryer Sweet and Sour Chicken,https://ohsnapmacros.com/wp-content/uploads/2022/10/sweetandsourchicken-5-300x300.jpg,10,"[{'amount': '2', 'unit': 'lbs. ', 'name': 'chicken breast ', 'notes': 'boneless, skinless, cubed '}, {'amount': '1', 'unit': 'cup', 'name': 'pineapple juice ', 'notes': 'or juice of one 20 oz. can '}, {'amount': '1', 'unit': 'cup', 'name': 'pineapple chunks', 'notes': None}, {'amount': '1/2', 'unit': 'cup', 'name': 'Swerve brown sugar ', 'notes': None}, {'amount': '1/3', 'unit': 'cup', 'name': 'rice vinegar', 'notes': None}, {'amount': '3', 'unit': 'tbsp. ', 'name': 'ketchup', 'notes': None}, {'amount': '2', 'unit': 'tbsp. ', 'name': None, 'notes': None}, {'amount': '1.5', 'unit': 'tbsp. ', 'name': 'tapioca flour ', 'notes': None}, {'amount': '2', 'unit': 'tbsp. ', 'name': 'water', 'notes': None}, {'amount': None, 'unit': None, 'name': 'green onions', 'notes': 'chopped'}]","Preheat the air fryer. Chop the chicken into bite size pieces. Season with salt and pepper. Add the chicken to the basket of the air fryer and cook at 380 degrees Fahrenheit for 10 minutes until cooked through.,Mix the tapioca flour and water in a small bowl and set aside to use to thicken the sauce.  Add pineapple juice, rice vinegar, brown sugar substitute, ketchup and coconut aminos to a large pan over medium. Whisk the sauce and bring it to a low boil. ,While the sauce simmers add the tapioca slurry and continue stirring to thicken the sauce. This will happen almost instantly. ,Once the sauce has thickened add the cooked chicken from the air fryer. Be sure not to add the juice from the air fryer or you sauce will thin out. Add pineapples and mix together well so the pineapples and chicken are coated with the sauce. ,Top with chopped green onions and serve with rice or steamed vegetables. Add leftover sauce on top when serving or see sauce tip below. ",,chopped,,637.1,5.0,41.1,19425,0.9,5,532.2,17.3,Air Fryer Sweet and Sour Chicken,1,0
232,3.0,75.0,15.0,Main Course,American,"This , includes an easy to prepare, deliciously flavorful marinade that ensures you get the most out of your steak. The cast iron produces a beautiful golden brown crust while leaving the inside juicy and tender. Perfectly paired with your favorite side and a salad, this steak is sure to be a win around the dinner table.",13.0,,Marinated Cast Iron Flank Steak,https://ohsnapmacros.com/wp-content/uploads/2023/01/osm-62-300x300.jpg,10,"[{'amount': '1', 'unit': 'lb', 'name': 'flank steak', 'notes': None}, {'amount': '1', 'unit': 'Tbsp', 'name': 'olive oil', 'notes': None}, {'amount': '1/4', 'unit': 'cup', 'name': None, 'notes': '60g'}, {'amount': '3', 'unit': 'cloves', 'name': 'garlic', 'notes': 'minced'}, {'amount': '1', 'unit': 'Tbsp', 'name': 'brown sugar', 'notes': '13g'}, {'amount': '1', 'unit': 'Tbsp', 'name': 'Worcestershire sauce ', 'notes': None}, {'amount': '1', 'unit': 'Tbsp', 'name': 'balsamic vinegar', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'dried rosemary ', 'notes': None}, {'amount': None, 'unit': None, 'name': 'salt and pepper, to taste', 'notes': None}, {'amount': '1/2', 'unit': 'Tbsp', 'name': 'olive oil', 'notes': 'for cooking'}]","In a small bowl, whisk together the olive oil, coconut aminos, minced garlic, brown sugar, Worcestershire sauce, balsamic vinegar, dried rosemary, salt, and black pepper to create the marinade.,Place the flank steak in a large resealable plastic bag or shallow dish. Pour the marinade over the steak, ensuring that it is well-coated. Seal the bag or cover the dish and refrigerate for at least 1 hour, or up to 2 hours for a more intense flavor. Overnight is always best. ,Preheat the oven to 400 degrees Fahrenheit. Remove the flank steak from the marinade, discarding the excess marinade, and let the steak rest at room temperature for about 15 minutes before cooking. The discarded marinade has been accounted for in the nutrition facts.,In a large cast iron skillet, heat the olive oil over medium-high heat until it begins to shimmer. Carefully place the flank steak in the hot skillet and sear each side for 2 minutes, or until a golden brown crust forms.,Transfer the cast iron skillet with the seared flank steak to the preheated oven. Cook the steak for 5-10 minutes, or until the internal temperature reaches your desired level of doneness (125°F / 51°C for medium-rare, 135°F / 57°C for medium). I recommend medium rare, which is about 5 minutes in the oven.,Remove the skillet from the oven and transfer the flank steak to a cutting board. Tent the steak with aluminum foil and let it rest for 5-10 minutes to allow the juices to redistribute.,After resting, slice the cast iron flank steak against the grain into thin strips.",2.0,for cooking,2.0,36.0,10.0,24.0,27939,5.0,4,185.0,3.0,Cast Iron Flank Steak,1,0
200,39.0,,15.0,Side Dish,Chinese,"Make this super easy, directly in your instant pot using minimal ingredients. It is packed with flavor and can be paired with your favorite protein for a rounded meal.",1.0,2.0,Easy Instant Pot Fried Rice,https://ohsnapmacros.com/wp-content/uploads/2023/02/instantpotfriedrice-3-300x300.jpg,10,"[{'amount': '2', 'unit': 'cups', 'name': 'uncooked basmati rice ', 'notes': '360g'}, {'amount': '2', 'unit': 'cups', 'name': 'water', 'notes': None}, {'amount': '12', 'unit': 'oz.', 'name': 'frozen riced cauliflower', 'notes': None}, {'amount': '12 ', 'unit': 'oz.', 'name': None, 'notes': None}, {'amount': '1/2 ', 'unit': 'cup', 'name': None, 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': None, 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'garlic powder', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'ground ginger', 'notes': None}, {'amount': '1', 'unit': None, 'name': 'egg', 'notes': None}, {'amount': '1/3', 'unit': 'cup', 'name': 'liquid egg whites ', 'notes': None}]","Add the uncooked rice and water to the instant pot. Stir. Place the lid on the instant pot and turn the release valve to sealed. Set on manual or pressure cook for 4 minutes. IMPORTANT: turn off the KEEP WARM button. Once the rice has cooked for 4 minutes let it sit for 8 minutes with the lid still on. At 8 minutes quick release and open the lid.,While the rice cooks, microwave the cauliflower according to the package instructions to warm. You can steam the frozen vegetables or just simply add them to a warm bowl of water to defrost.,Add the warmed vegetables to the cooked basmati rice and mix to evenly combine. Once combined push the rice to the side so you have a small opening to the bottom of the instant pot to cook the eggs.,Turn the instant pot to SAUTE. Spray the opening with nonstick spray or sesame oil and pour in the eggs once the bottom is hot. Scramble with a spatula until cooked through. Once cooked mix in with the rice.,Add the coconut aminos, ground ginger, garlic powder and sesame oil to the rice and stir to combine.,Serve and top with sesame seeds, red pepper flakes, sriracha or chopped green onions. Pair with your favorite proteins.",,,,,10.0,7.0,27406,,10,336.0,6.0,Instant Pot Fried Rice,1,0
254,21.0,,15.0,Main Course,American,"Ready in under 30 minutes this , is perfect for a weeknight dinner or breakfast paired with eggs. It’s dairy free, gluten free and full of flavors. ",11.0,3.0,Turkey Sweet Potato Hash,https://ohsnapmacros.com/wp-content/uploads/2022/12/ezgif.com-gif-maker-34-300x300.jpg,12,"[{'amount': '1', 'unit': 'lbs.', 'name': 'lean ground turkey (93/7)', 'notes': None}, {'amount': '2', 'unit': None, 'name': 'large sweet potatoes (630g / 1 lbs. 6 oz.), chopped', 'notes': None}, {'amount': '1/2', 'unit': None, 'name': 'large yellow onion (150g), diced', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'Olive Oil', 'notes': None}, {'amount': '1/4', 'unit': 'cup', 'name': 'water', 'notes': None}, {'amount': '2', 'unit': None, 'name': '\xa0garlic cloves, minced', 'notes': None}, {'amount': None, 'unit': None, 'name': 'Salt and fresh cracked pepper', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'cinnamon', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': '\xa0smoked paprika', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'nutmeg', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': '\xa0water', 'notes': None}]","Wash and dry the sweet potatoes and chop into bite sized pieces leaving the skin on. The larger the pieces the longer this will take to cook. I like to cut the potato into 1/2"" rounds and into approximately 8 bite size pieces from each round. This will vary based on the size and shape.,Finely dice your yellow onion and mince garlic.,In a pan over medium heat add 1 Tbsp. of olive oil, garlic and onion. Cook until fragrant.,Add sweet potatoes to the pan with the garlic and onion, 1/4 cup of water and season with salt and pepper. Stir together well, cover and simmer at medium for 5-7 minutes until the potatoes are tender.,Stir the potatoes frequently as they will burn. This however is the best added flavor.,While the potatoes cook, cook the turkey until cooked through in a separate pan over medium heat.,Mix seasonings in a small dish with 1 Tbsp. of water and add to the turkey once fully cooked. Mix to evenly coat the turkey.,Add the turkey to the skillet of potatoes and stir together well to combine.,Serve by itself, with eggs or in a salad.",,,,,15.0,17.0,19080,,6,437.0,,Turkey Sweet Potato Hash,1,0
209,18.0,82.0,10.0,Main Course,American,"Welcome summer with this minimal ingredient , recipe. Quick, easy, and utterly delicious, get ready to fire up the bbq for this tender, juicy, perfectly charred chicken you'll want to grill all summer long.",3.0,2.0,Grilled Teriyaki Chicken,https://ohsnapmacros.com/wp-content/uploads/2023/05/Grilled-Teriyaki-Chicken-10-300x300.jpg,8,"[{'amount': '1.5', 'unit': 'lbs', 'name': 'boneless skinless chicken breast', 'notes': None}, {'amount': '1/2', 'unit': 'cup', 'name': None, 'notes': None}, {'amount': '2', 'unit': 'tsp.', 'name': None, 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'honey', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'garlic powder', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'ground ginger', 'notes': None}, {'amount': '3', 'unit': None, 'name': 'baby bok choy', 'notes': 'sliced in half'}, {'amount': '8', 'unit': None, 'name': 'slices pineapple ', 'notes': None}]","Butterfly the chicken breast by cutting horizontally from one side of the chicken almost to the other side while leaving it connected at the edge, like a book.,Add the coconut aminos, sesame oil, honey, garlic powder and ginger to a ziplock or sealable bag. Place the chicken in and remove any air in the bag. Place in the fridge laying down so that the chicken lays in the marinade and marinate for 2 hours, overnight is best though and preferred.,Remove the chicken from the marinade and heat the barbeque to high heat. Scrape off any excess char on the barbeque and lower the heat to medium high.,While the grill heats, slice the bok choy horizontally into two halves, spay with cooking spray and season with salt.,Place the chicken, bok choy and pineapples on the grill. Grill the bok choy and pineapples for 3 minutes, flip and grill for another 2-3 minutes until charred but not burned. ,Cook the chicken for 4 minutes on each side or until the internal temperature reaches 165 degrees Fahrenheit with a meat thermometer. The time will vary depending on the thickness of your chicken.,Remove from the grill, sprinkle the chicken with toasted sesame seeds and serve with the grilled bok choy, pineapple and rice if desired.",1.0,,1.0,572.0,,26.0,29669,1.0,6,168.0,16.0,Grilled Teriyaki Chicken,1,0
