calories,carbohydrates,cholesterol,cook_time,course,cuisine,description,fat,fiber,full_name,image_url,ingredient_count,ingredients,instructions,monounsaturated_fat,notes,polyunsaturated_fat,potassium,prep_time,protein,recipe_id,saturated_fat,serving,sodium,sugar,title,4th_july,christmas,cinco_de_mayo,combined_tagged_recipes_by_holiday,easter,fathers_day,labor_day,memorial_day,mothers_day,tagged_recipes_by_holiday,thanksgiving,valentienes_day
385.0,35.0,29.0,40.0,"Breakfast, Main Course, Side Dish",American,"This , is a recipe favorite for parties, bridal showers, Mother's Day and Sunday brunch. Made with a flaky pie crust, egg whites and crispy bacon, this quiche is easy to make and delicious.",22.0,,Easy Bacon and Mushroom Egg White Breakfast Quiche,https://ohsnapmacros.com/wp-content/uploads/2024/04/Baconandmushroomquiche-14-300x300.jpg,8,"[{'amount': '1', 'unit': None, 'name': 'pie crust', 'notes': 'store-bought'}, {'amount': '6', 'unit': 'pieces', 'name': None, 'notes': 'cooked and chopped'}, {'amount': '8', 'unit': 'oz.', 'name': 'cremini mushrooms', 'notes': 'sliced'}, {'amount': '2', 'unit': 'cloves', 'name': 'garlic', 'notes': 'minced'}, {'amount': '1 1/2', 'unit': 'cups', 'name': 'liquid egg whites', 'notes': '350g'}, {'amount': '1/2', 'unit': 'cup', 'name': 'low fat milk', 'notes': '120g'}, {'amount': '1/2', 'unit': 'cup', 'name': 'mozzarella cheese, shredded', 'notes': '56g'}, {'amount': None, 'unit': None, 'name': 'salt and black pepper ', 'notes': None}]","Pre-heat oven according to pie crust package. Place one pie crust in a pie dish, poke a few holes in the bottom and bake 1/2 the recommended time. Example: if the package asks to bake at 425F for 12 minutes, cook at 425F for 6 minutes.,When the crust is done cooking, remove from the oven and lower the temperature to 350 degrees Fahrenheit. ,While the pie crust bakes, cook the bacon until cooked through and browned. Chop into bite size pieces. ,Drain the excess bacon fat from the pan and in the same pan sautee the garlic and mushrooms over medium heat until the mushrooms are soft and browned. Return the chopped bacon to the pan and mix to combine and remove from the heat. ,In a bowl whisk together egg whites, milk, cheese, salt and pepper.,Place the sautéed mushrooms and bacon in the pie dish on top of the pie crust and evenly coat the bottom.,Pour egg mixture over the bacon mixture. Be sure the cheese does not pool to the middle of the quiche, use a spoon to move around as needed.,Bake at 350F for 35-40 minutes or longer until the egg its fully cooked and toothpick comes out clean. Note, bake times will vary oven to oven.,Slice into 6 equal slices and enjoy!",8.0,,2.0,213.0,15.0,13.0,44704.0,9.0,6.0,675.0,2.0,Bacon and Mushroom Quiche,0,0,0,0,0,0,0,0,0,1,0,0
90.0,11.0,10.0,5.0,Breakfast,American,"These , take high protein breakfast to the next level. Fluffy, light and delicious, these waffles are made with wholesome ingredients but taste like classic waffles. They are a satisfying breakfast for the entire family and are extremely freezer-friendly, making busy mornings a breeze. ",1.0,1.0,High Protein Waffles with Oat Flour,https://ohsnapmacros.com/wp-content/uploads/2024/02/proteinwaffles-15-300x300.jpg,8,"[{'amount': '1.5', 'unit': 'cups', 'name': 'old-fashioned oats (or oat flour)', 'notes': '120g'}, {'amount': '1/2', 'unit': 'cup', 'name': None, 'notes': '45g'}, {'amount': '1/2', 'unit': 'cup', 'name': None, 'notes': '112g'}, {'amount': '4', 'unit': None, 'name': 'egg whites¼', 'notes': '~ 120g'}, {'amount': '1/2', 'unit': 'cup', 'name': 'unsweetened vanilla almond milk', 'notes': '120ml'}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'honey', 'notes': '21g'}, {'amount': '2', 'unit': 'tsp.', 'name': 'baking powder', 'notes': None}, {'amount': '1/8', 'unit': 'tsp.', 'name': 'salt', 'notes': None}]","Add the oats to a high-speed blender and pulse into a flour consistency. Alternatively, you can use oat flour.,Add the oats, protein powder, yogurt, egg whites, almond milk, honey, baking powder and salt to a bowl and mix until fully combined. You should have a nice not too runny and not too thick batter. ,Heat a small single waffle maker and spray with non-stick cooking spray. Using a ¼ cup as a spoon, spoon the waffle mix into the hot waffle maker and close. ,Cook until fully cooked through and browned. Remove from the waffle maker and continue with all remaining waffles. Optional, toast them after to get them extra crispy. ,Top with sliced fruit, butter, real maple syrup and enjoy! ",,,,75.0,5.0,9.0,44105.0,,10.0,219.0,2.0,Protein Waffles,0,0,0,0,0,0,0,0,0,1,0,0
305.0,35.0,35.0,10.0,Breakfast,American,"This , is a delicious way to get in a high protein breakfast when craving something sweet. Made with Brioche bread, this French toast is buttery, fluffy and rich, perfect for lazy Sunday mornings or fancy brunches. ",8.0,1.0,Easy High Protein French Toast with Brioche Bread,https://ohsnapmacros.com/wp-content/uploads/2023/12/proteinfrenchtoast-7-300x300.jpg,11,"[{'amount': '6', 'unit': 'slices ', 'name': 'Brioche bread ', 'notes': None}, {'amount': '1/2', 'unit': 'cup', 'name': 'liquid egg whites', 'notes': '220g'}, {'amount': '1/2', 'unit': 'cup', 'name': 'unsweetened vanilla almond milk', 'notes': '120ml'}, {'amount': '1', 'unit': 'scoop', 'name': 'vanilla protein powder (31g)', 'notes': '(PeScience Gourmet Vanilla)'}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'ground cinnamon ', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'ground nutmeg', 'notes': None}, {'amount': None, 'unit': None, 'name': 'powdered sugar or sugar replacement ', 'notes': None}, {'amount': None, 'unit': None, 'name': 'maple syrup ', 'notes': None}, {'amount': None, 'unit': None, 'name': 'peanut butter', 'notes': None}, {'amount': None, 'unit': None, 'name': 'chocolate sauce ', 'notes': None}, {'amount': None, 'unit': None, 'name': 'fresh fruit', 'notes': None}]","In a shallow mixing bowl combine the egg whites, almond milk, protein powder, cinnamon, nutmeg and whisk until well combine and minimal, if any, chunks of protein powder remain. ,Heat a large pan or griddle over medium heat and spray with cooking spray. ,Place one slice of brioche bread into the egg mixture and let it soak on both sides. Remove and let any excess drip off prior to adding to the hot pan. Cook on both sides for 3-4 minutes until the liquid eggs have cooked through and the french toast is nice and brown. Remove from the pan and repeat with the remaining bread.,Serve with maple syrup, peanut butter, chocolate sauce, powdered sugar or fresh fruit. ",,,,120.0,5.0,21.0,37186.0,4.0,3.0,525.0,10.0,Protein French Toast,0,0,0,0,0,0,0,0,0,1,0,0
65.0,18.0,,1.0,Drinks,drinks,"This , is perfect for hot summer days or your next spring get together. With a fizzy taste and tart flavor, this virgin sangria recipe is a blend of grape juice, soda water and fresh fruit and is guaranteed to please the crowd. ",,,White Sparkling Sangria Mocktail,https://ohsnapmacros.com/wp-content/uploads/2023/12/sangriamocktail-300x300.jpg,7,"[{'amount': '3', 'unit': 'cups', 'name': 'white grape juice', 'notes': None}, {'amount': '6', 'unit': 'Tbsp.', 'name': 'freshly squeezed lemon juice', 'notes': None}, {'amount': '3/4', 'unit': 'cup', 'name': 'sliced strawberries', 'notes': 'plus extra for garnish'}, {'amount': '2', 'unit': 'small', 'name': 'lemons', 'notes': 'sliced'}, {'amount': '1', 'unit': None, 'name': 'orange', 'notes': 'sliced'}, {'amount': '4', 'unit': 'cups', 'name': 'plain sparkling water', 'notes': 'or seltzer'}, {'amount': None, 'unit': None, 'name': 'Ice', 'notes': None}]","Add the white grape juice, lemon juice, sliced strawberries, sliced lemons, and sliced orange to a large pitcher. Stir to combine. Cover and refrigerate overnight or for at least 6-8 hours.,When you’re ready to serve, add the sparkling water to the pitcher. Stir gently, making sure not to break up the fruit. ,Fill wine glasses or rocks glasses three quarters full of ice, then pour the sangria over the ice. ,If desired, you can use extra fruit to garnish each drink. ",,,,85.0,5.0,1.0,42690.0,,8.0,6.0,15.0,White Sangria Mocktail,0,0,0,0,0,0,0,0,0,1,0,0
44.0,1.0,,35.0,"Breakfast, Snack",American,"These homemade, are a meal prep must-have! Made with egg whites, cottage cheese, veggies and turkey sausage, these creamy bites are high protein, low-carb and totally delicious. This recipe makes 24 little egg bites to make breakfast a breeze all week. ",2.0,,Cheesy Oven Baked Egg White Bites with Turkey Sausage,https://ohsnapmacros.com/wp-content/uploads/2024/02/eggwhitebites-20-300x300.jpg,6,"[{'amount': '1', 'unit': 'lb.', 'name': None, 'notes': 'Jeannie-O'}, {'amount': '1', 'unit': 'large', 'name': 'bell pepper', 'notes': 'chopped'}, {'amount': '1', 'unit': 'cup', 'name': 'spinach', 'notes': 'chopped'}, {'amount': '16', 'unit': 'oz.', 'name': 'liquid egg whites', 'notes': None}, {'amount': '1/2', 'unit': 'cup', 'name': 'low-fat cottage cheese', 'notes': None}, {'amount': '2', 'unit': 'oz.', 'name': 'shredded gruyere cheese', 'notes': 'or any preferred cheese'}]","Preheat oven to 350 degrees F. Prep muffin pans by placing each silicone pan on a baking sheet or spray muffin trays well with non-stick spray.,In a skillet over medium heat, cook the turkey, breaking into bite sized pieces until browned. Add the bell peppers and sauté until softened. Add the spinach and stir to wilt. Drain any excess liquid. ,Place each silicone muffin pan on a baking sheet or spray muffin trays well with non-stick spray. Evenly distribute the turkey mixture between the 24 muffin cups. ,In a blender combine the egg whites and cottage cheese. Blend until the cottage cheese is smooth. ,Evenly distribute the egg white mixture between to each cup followed by the shredded cheese over the 24 cups. Using a spoon slightly stir each cup to spread the cheese throughout vs. just on top. ,Bake in a preheated oven at 350 degrees Fahrenheit for 30-35 minutes until the eggs are cooked through and no longer runny. ,If baking one tray at a time or halving the recipe bake for 15-20 minutes or until the eggs are fully cooked through and no longer runny. ",,or any preferred cheese,,27.0,10.0,6.0,42183.0,1.0,24.0,139.0,,Egg White Bites,0,0,0,0,0,0,0,0,0,1,0,0
89.0,16.0,1.0,1.0,"Salad, Side Dish",American,"Colorful, crunchy and delicious, this classic , comes with a creamy homemade dressing that's low in calories and heavy on flavor. This easy salad makes the perfect side dish for your next barbeque or meal prep Sunday. ",2.0,3.0,Creamy Broccoli Crunch Salad (under 100 calories),https://ohsnapmacros.com/wp-content/uploads/2023/06/broccolicrunchsalad-1-300x300.jpg,11,"[{'amount': '5', 'unit': 'heaping cups', 'name': 'broccoli florets', 'notes': 'chopped, 340g'}, {'amount': '1', 'unit': 'cup', 'name': 'carrots', 'notes': 'shredded, 80g'}, {'amount': '1/2', 'unit': 'cup', 'name': 'dried cranberries', 'notes': '60g'}, {'amount': '1/4', 'unit': 'cup', 'name': 'sunflower seeds', 'notes': '35g'}, {'amount': '1/4', 'unit': 'cup', 'name': 'red onion', 'notes': 'chopped, 35g'}, {'amount': '1', 'unit': None, 'name': 'honeycrisp apple', 'notes': 'chopped, 200g'}, {'amount': '3/4', 'unit': 'cup', 'name': 'non-fat plain Greek yogurt', 'notes': '170g'}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'apple cider vinegar', 'notes': None}, {'amount': '1.5 ', 'unit': 'Tbsp.', 'name': 'honey', 'notes': '31g'}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'lemon juice', 'notes': None}, {'amount': None, 'unit': None, 'name': 'salt and pepper', 'notes': 'to taste'}]","In a large bowl, combine the broccoli florets, shredded carrots, dried cranberries, sunflower seeds, chopped red onion, and chopped apple.,In a separate small bowl, whisk together the Greek yogurt, apple cider vinegar, honey, and lemon juice. Add salt and pepper to taste.,Pour the dressing over the broccoli mixture. Toss until all the ingredients are evenly coated.,Cover the bowl and refrigerate for at least an hour before serving. This will allow the flavors to meld together. Toss the salad again before serving and adjust the seasoning with salt and pepper if necessary and serve. ",,to taste,,198.0,10.0,4.0,31207.0,,8.0,35.0,12.0,Broccoli Crunch Salad,0,0,0,0,0,0,0,0,0,1,0,0
21.0,1.0,2.0,5.0,"Appetizer, Snack",American,"This , is an easy and flavorful dip to make in less then 5 minutes. The tangy flavor of cottage cheese blended with fresh herbs and spices make a healthy ranch dip with so many delicious ways to enjoy. Serve with fresh vegetables, pita chips or make into a creamy dressing. ",,,Easy Cottage Cheese Ranch Dip,https://ohsnapmacros.com/wp-content/uploads/2024/06/cottagecheeseranch-300x300.jpg,8,"[{'amount': '1.5 ', 'unit': 'cup', 'name': 'low-fat cottage cheese', 'notes': 'strain water if needed*'}, {'amount': '1/2', 'unit': 'cup', 'name': 'chicken bone broth', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'garlic powder', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'onion powder', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'dried parsley ', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'dried dill', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': None, 'unit': None, 'name': 'fresh cracked black pepper', 'notes': None}]",Put everything in a blender and blend until smooth. You will want to be sure to blend at LEAST 5 minutes to ensure the cottage cheese breaks down completely and leaves no chalkiness. ,,,,23.0,2.0,3.0,48583.0,,14.0,154.0,,Cottage Cheese Ranch Dip,0,0,0,0,0,0,0,0,0,1,0,0
107.0,19.0,67.0,5.0,"Breakfast, Dessert, Snack",American,"These high-protein blender , are a fun twist on breakfast. Easy to make and perfect for meal prep, this quick breakfast will satisfy your morning sweet tooth.  ",2.0,1.0,Banana Cream Cottage Cheese Waffles,https://ohsnapmacros.com/wp-content/uploads/2024/07/cottagecheesewaffles-300x300.jpg,8,"[{'amount': '1', 'unit': 'ripe', 'name': 'banana', 'notes': '117g'}, {'amount': '1/2', 'unit': 'cup', 'name': 'cottage cheese (2% or 5%)', 'notes': '110g'}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'honey', 'notes': None}, {'amount': '1', 'unit': 'scoop', 'name': 'protein powder', 'notes': None}, {'amount': '2', 'unit': None, 'name': 'eggs', 'notes': None}, {'amount': '1/2', 'unit': 'cup', 'name': 'all-purpose flour', 'notes': None}, {'amount': '1/4', 'unit': 'cup', 'name': 'milk (dairy or non-dairy)', 'notes': None}, {'amount': None, 'unit': None, 'name': 'pinch of salt', 'notes': None}]","Add all ingredients to a high speed blender and blend until smooth. ,Heat a small single waffle waffle maker and spray with nonstick spray. Add ¼ cup of the waffle batter to the waffle maker and cook until cooked through and browned. Repeat with the remaining waffle mix. ",1.0,,,91.0,5.0,8.0,48796.0,1.0,7.0,106.0,5.0,Cottage Cheese Waffles,0,0,0,0,0,0,0,0,0,1,0,0
192.0,24.0,9.0,40.0,"Breakfast, Dessert",American,"This healthy , is the perfect way to use up all those expensive berries before they go bad. Using minimal ingredients and a oatmeal like cake topping you'll have ultimate summer dessert or breakfast.",9.0,6.0,Protein Berry Cobbler,https://ohsnapmacros.com/wp-content/uploads/2023/06/protein-berry-cobbler-13-300x300.jpg,13,"[{'amount': '2', 'unit': 'cups', 'name': 'fresh raspberries', 'notes': '12 oz.'}, {'amount': '2', 'unit': 'cups', 'name': 'fresh blueberries', 'notes': '12 oz.'}, {'amount': '2', 'unit': 'cups', 'name': 'chopped strawberries', 'notes': '10 oz. '}, {'amount': '2', 'unit': 'Tbsp. ', 'name': 'lemon juice', 'notes': None}, {'amount': '1/4 ', 'unit': 'cup', 'name': 'Stevia in the Raw', 'notes': 'or preffered granular sweetener '}, {'amount': '2', 'unit': 'Tbsp. ', 'name': 'arrowroot powder', 'notes': 'or cornstarch '}, {'amount': '1', 'unit': 'cup', 'name': None, 'notes': '80g'}, {'amount': '1/2', 'unit': 'cup', 'name': 'Almond Flour', 'notes': '70g'}, {'amount': '2', 'unit': 'scoops', 'name': None, 'notes': '62g'}, {'amount': '1/4', 'unit': 'cup', 'name': 'Stevia in the Raw', 'notes': 'or preferred granular sweetener'}, {'amount': '1', 'unit': 'tsp.', 'name': 'ground cinnamon', 'notes': None}, {'amount': '4', 'unit': 'Tbsp. ', 'name': 'coconut oil ', 'notes': 'melted'}, {'amount': '1/2', 'unit': 'cup ', 'name': 'unsweetened vanilla almond milk ', 'notes': None}]","Preheat your oven to 350°Fahreheight. ,In a large bowl, combine the mixed berries, lemon juice, 1/4 cup sweetener, and arrowroot. Stir until all the berries are coated evenly. Pour the berry mixture into a cast iron pan or 9×13 baking dish.,In another bowl, combine the oats, almond flour, protein powder, sweetener, cinnamon, and salt. Stir until the dry ingredients are well mixed.,Pour the melted coconut oil into the dry ingredients, followed by the almond milk. Stir until the mixture resembles a uncooked oatmeal.,Evenly distribute the crumble topping over the berry mixture in the baking dish.,Bake in the preheated oven for about 40 minutes, or until the topping is golden and the berry mixture is bubbly.,Let the cobbler cool for a few minutes before serving. Enjoy it on its own or with a dollop of light Greek yogurt or whipped cream on top.",1.0,,1.0,145.0,10.0,9.0,31637.0,6.0,8.0,107.0,11.0,Protein Berry Cobbler,0,0,0,0,0,0,0,0,0,1,0,0
50.0,11.0,,1.0,Drinks,drinks,"Using freshly squeezed orange juice and instant espresso this , is one you'll keep coming back to. Whether it's a summer refresher, afternoon pick me up or an after-dinner mocktail, it's delicious any time of the day and leaves you with zero buzz. ",,,Fizzy Orange Coffee Mocktail (Non-Alcoholic),https://ohsnapmacros.com/wp-content/uploads/2023/12/coffeemocktail-300x300.jpg,8,"[{'amount': '2', 'unit': 'tsp. ', 'name': 'instant espresso powder', 'notes': 'or instant coffee'}, {'amount': '1/4', 'unit': 'cup', 'name': 'cold water', 'notes': None}, {'amount': '1/4', 'unit': 'cup', 'name': 'freshly squeezed orange juice ', 'notes': 'or storebought juice'}, {'amount': '1', 'unit': 'tsp.', 'name': 'maple syrup', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'vanilla extract', 'notes': None}, {'amount': '1/2', 'unit': 'cup', 'name': 'plain selzter ', 'notes': 'or sparking water'}, {'amount': None, 'unit': None, 'name': 'Ice', 'notes': None}, {'amount': None, 'unit': None, 'name': 'Orange Slice', 'notes': 'garnish'}]","Add the instant espresso powder, cold water, orange juice, maple syrup, and vanilla extract to a small jar. Cover with a tight fitting lid then shake vigorously for 30-60 seconds or until the espresso powder has fully dissolved.,Fill a tall tumbler or Collins glass half full with ice, then pour the shaken espresso mixture over it. Make sure to get the foam as well. ,Top with the seltzer or sparkling water and garnish with an orange slice if desired.",,garnish,,17.0,5.0,,42667.0,,1.0,1.0,9.0,Coffee Mocktail,0,0,0,0,0,0,0,0,0,1,0,0
390.0,40.0,134.0,50.0,Breakfast,American,"This , is a sweet and savory combination that’s perfect for weekend brunch. Crispy chicken and toasted waffles are baked to perfection in a cheesy casserole the whole family will devour.",15.0,2.0,Chicken and Waffle Casserole (Macro Friendly),https://ohsnapmacros.com/wp-content/uploads/2023/09/chickenandwafflecasserole-1-300x300.jpg,16,"[{'amount': '6', 'unit': None, 'name': 'Kodiak Cakes Buttermilk and Vanilla Power Waffles', 'notes': 'toasted and chopped'}, {'amount': '15', 'unit': 'pieces', 'name': 'Tyson Air Fried Crispy Chicken Nuggets', 'notes': '340g'}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': None, 'unit': None, 'name': 'fresh cracked pepper', 'notes': None}, {'amount': '1/2', 'unit': 'cup', 'name': None, 'notes': '120ml'}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'honey', 'notes': '42g'}, {'amount': '3', 'unit': None, 'name': 'eggs', 'notes': None}, {'amount': '1/2', 'unit': 'cup', 'name': 'liquid egg whites', 'notes': '100g'}, {'amount': '1.5', 'unit': 'cups', 'name': 'low fat 2% milk', 'notes': '360ml'}, {'amount': '1/4', 'unit': 'cup', 'name': 'mild cheddar cheese', 'notes': 'shredded, 28g'}, {'amount': '1/4', 'unit': 'cup', 'name': 'Monterey jack cheese', 'notes': 'shredded, 28g'}, {'amount': '1', 'unit': None, 'name': 'green onion', 'notes': 'chopped'}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'fresh chives', 'notes': 'chopped'}, {'amount': None, 'unit': None, 'name': 'maple syrup', 'notes': None}, {'amount': None, 'unit': None, 'name': 'green onions', 'notes': 'sliced'}, {'amount': None, 'unit': None, 'name': 'jalapeños ', 'notes': 'sliced'}]","Preheat your oven to 375 degrees Fahrenheit and generously spray a 9×13 baking dish with nonstick cooking spray making sure to get the edges well so the casserole doesn’t stick.,Microwave the frozen chicken for 1-2 minutes until slightly thawed just enough to chop into bite size pieces.,Toast the waffles and chop into bite sized pieces. I cut each into 16 squares.,In a large bowl, combine the toasted waffles and chopped chicken. Drizzle with the maple syrup and honey and season with salt and pepper. Toss to coat and transfer the mixture to the prepared baking dish.,In another bowl, whisk together the eggs and milk. Stir in the shredded cheeses, chopped green onions, and chives.,Pour the egg mixture evenly over the waffle and chicken mixture in the baking dish, making sure all the waffles are soaked and the cheese spreads evenly over the top. Press the waffles and chicken into the egg mixture to coat. ,Bake in the preheated oven for 45-50 minutes, until the top is golden and the casserole is set. If the top begins to brown too quickly, cover the dish loosely with aluminum foil.,Remove the casserole from the oven and let it rest for 5-10 minutes before serving. ,Drizzle with additional maple syrup if desired.",2.0,sliced,2.0,416.0,10.0,25.0,33350.0,4.0,6.0,707.0,20.0,Chicken and Waffle Casserole,0,0,0,0,0,0,0,0,0,1,0,0
104.0,8.0,,15.0,"Breakfast, Dessert, Snack",American,"This addicting ,will be your newest breakfast obsession. Crunchy and sweet with notes of vanilla and maple, this granola is amazing with milk, as a parfait with berries or as a snack straight from the jar. ",5.0,1.0,Homemade Healthy Vanilla Granola Recipe,https://ohsnapmacros.com/wp-content/uploads/2023/06/vanilla-granola-08-300x300.jpg,7,"[{'amount': '1', 'unit': 'cup', 'name': None, 'notes': '80g'}, {'amount': '2', 'unit': 'cups', 'name': None, 'notes': '34g'}, {'amount': '1', 'unit': 'scoop', 'name': None, 'notes': '31g'}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'salt', 'notes': '(AM Nicoli Vanilla Baking Salt)'}, {'amount': '1/4', 'unit': 'cup', 'name': None, 'notes': '50ml'}, {'amount': '1/4 ', 'unit': 'cup', 'name': None, 'notes': '50ml'}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'vanilla extract', 'notes': None}]","Preheat the oven to 350 degrees Fahrenheit.,Combine the oats, puffed rice, vanilla protein powder and salt in a bowl and whisk together. ,Melt the coconut oil and add to the bowl of dry ingredients. Add the syrup, vanilla extract and stir together so everything is evenly coated. ,Spread the granola onto a parchment lined baking sheet so that there are no large clumps, leaving a lot of spaces between the granola. This will help it dry out while baking.,Bake for 8-10 minutes, remove and mix up the granola. Place back in the oven for 2-3 minutes, checking to ensure you do not burn the granola and remove once it is dry and crumbly.,Let the granola cool completely on the sheet pan to dry out before crumbling into bite size pieces. ",1.0,,1.0,,5.0,4.0,31546.0,4.0,10.0,82.0,2.0,Vanilla Granola,0,0,0,0,0,0,0,0,0,1,0,0
284.0,35.0,31.0,10.0,Breakfast,American,"These , are the best high protein version of the classic with a fun twist! They're not only fun for adults but kids will love using their hands for breakfast and dipping these french toast sticks in all the sauces. Pair them with fruit, sausage or eggs. ",8.0,1.0,Easy High Protein French Toast Sticks (pumpkin spice),https://ohsnapmacros.com/wp-content/uploads/2023/09/frenchtoaststicks-300x300.jpg,11,"[{'amount': '8', 'unit': 'slices ', 'name': 'Brioche bread ', 'notes': None}, {'amount': '1/2', 'unit': 'cup', 'name': 'liquid egg whites', 'notes': '220g'}, {'amount': '1/2', 'unit': 'cup', 'name': 'unsweetened vanilla almond milk', 'notes': '120ml'}, {'amount': '1', 'unit': 'scoop', 'name': 'vanilla protein powder (31g)', 'notes': '(PeScience Gourmet Vanilla)'}, {'amount': '1', 'unit': 'tsp.', 'name': 'pumpkin pie spice ', 'notes': 'or cinnamon'}, {'amount': '3', 'unit': 'Tbsp. ', 'name': 'sugar', 'notes': None}, {'amount': '1', 'unit': 'tsp. ', 'name': 'pumpkin pie spice ', 'notes': None}, {'amount': None, 'unit': None, 'name': 'powdered sugar', 'notes': None}, {'amount': None, 'unit': None, 'name': 'maple syrup ', 'notes': None}, {'amount': None, 'unit': None, 'name': 'peanut butter', 'notes': None}, {'amount': None, 'unit': None, 'name': 'chocolate sauce ', 'notes': None}]","In a shallow mixing bowl combine the egg whites, almond milk, protein powder, pumpkin spice, and whisk until well combined and minimal, if any, chunks of protein powder remain. ,Heat a non-stick skillet or griddle over medium heat and spray with cooking spray. Cut each slice of bread slice into 4 slices each. ,Place a couple of slices of bread into the French toast batter at a time and let them soak on both sides. Remove and let any excess drip off prior to adding to the hot pan. Cook on both sides for 3-4 minutes until the liquid eggs have cooked through and the french toast sticks are nice and golden brown. Remove from the pan and repeat with the remaining bread and French toast batter. ,Serve with maple syrup, peanut butter, chocolate sauce, powdered sugar, greek yogurt or fresh fruit. ,Optional: mix the sugar and pumpkin pie spice and place in a shallow bowl. Remove the sticks from the pan and immediately roll in the pumpkin pie and sugar mixture for a sweet sugary coating.",,,,108.0,5.0,17.0,36215.0,4.0,4.0,471.0,9.0,Protein French Toast Sticks,0,0,0,0,0,0,0,0,0,1,0,0
173.0,25.0,35.0,25.0,"Breakfast, Dessert, Snack",American,"These , are easy to make, bursting with a tart lemon flavor and are the perfect afternoon snack. Moist, tender and fluffy, you can't go wrong with these healthy muffins. ",6.0,1.0,Lemon Poppy Seed Muffins,https://ohsnapmacros.com/wp-content/uploads/2023/09/0008_3-LemonMuffins-Hero-300x300.jpg,13,"[{'amount': '2', 'unit': 'cups', 'name': 'all-purpose flour', 'notes': '240g'}, {'amount': '1', 'unit': 'tsp.', 'name': 'baking powder', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'baking soda', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': '1', 'unit': 'scoop', 'name': 'Vanilla Protein Powder (whey-casein blend) ', 'notes': 'PEScience, 31g'}, {'amount': '1/2', 'unit': 'cup', 'name': 'light brown sugar', 'notes': '95g'}, {'amount': '1/2', 'unit': 'cup', 'name': 'unsweetened apple sauce', 'notes': '125g'}, {'amount': '1/2', 'unit': 'cup', 'name': None, 'notes': '112g'}, {'amount': '1/4', 'unit': 'cup', 'name': 'coconut oil', 'notes': 'melted, 48g'}, {'amount': '2', 'unit': None, 'name': 'eggs', 'notes': None}, {'amount': None, 'unit': None, 'name': 'zest of 2 lemons', 'notes': None}, {'amount': None, 'unit': None, 'name': 'juice of 1 lemon', 'notes': 'more if you want extra lemon flavored'}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'poppy seeds', 'notes': None}]","Preheat your oven to 350 degrees Fahrenheit and line a muffin tin with paper liners or grease it well.,In a large mixing bowl, mix together the flour, protein powder, baking powder, baking soda, and salt.,In a separate bowl, whisk together the brown sugar, applesauce, Greek yogurt, melted coconut oil, eggs, lemon zest, and lemon juice until well combined.,Gradually add the dry ingredients to the wet ingredients and mix until just combined. , ,Gently fold in the poppyseeds using a wooden spoon or rubber spatula.,Divide batter evenly among 12 muffin cups. ,Bake for 20-25 minutes or until a toothpick inserted into the center of a muffin comes out clean.,Remove from oven and let the muffins cool in the pan for 5 minutes, then transfer to a cooling rack to cool completely or enjoy warm.",1.0,,1.0,81.0,10.0,6.0,35577.0,4.0,12.0,130.0,8.0,Lemon Poppy Seed Muffins,0,0,0,0,0,0,0,0,0,1,0,0
