calories,carbohydrates,cholesterol,cook_time,course,cuisine,description,fat,fiber,full_name,image_url,ingredient_count,ingredients,instructions,monounsaturated_fat,notes,polyunsaturated_fat,potassium,prep_time,protein,recipe_id,saturated_fat,serving,sodium,sugar,title,fall,pumpkin,spring,summer,winter
86,12.0,10.0,10.0,Dessert,American,"Your new favorite fall cookie awaits! These ,have a soft, chewy center and flavored with warm spices to make all your cookie dreams come true. With just a few ingredients, these cookies will be one of your favorite pumpkin desserts.",3.0,2.0,Pumpkin Spice Chocolate Chip Cookies,https://ohsnapmacros.com/wp-content/uploads/2023/09/pumpkinspicecookies-300x300.jpg,11,"[{'amount': '1', 'unit': 'cup', 'name': 'pumpkin puree', 'notes': '244g'}, {'amount': '1/2', 'unit': 'cup', 'name': 'light brown sugar', 'notes': '95g'}, {'amount': '1/4', 'unit': 'cup', 'name': 'coconut oil', 'notes': 'melted, 48g'}, {'amount': '1', 'unit': None, 'name': 'egg', 'notes': None}, {'amount': '1.5', 'unit': 'cups', 'name': 'all-purpose flour', 'notes': '180g'}, {'amount': '1/2', 'unit': 'cup', 'name': None, 'notes': ' 44g'}, {'amount': '1', 'unit': 'tsp.', 'name': 'baking soda', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'cinnamon', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'ground cloves', 'notes': None}, {'amount': '1/2', 'unit': 'cup ', 'name': ""Lily's Dark Chocolate Chips"", 'notes': '80g'}]","Preheat your oven to 350 degrees Fahrenheight and line a baking sheet with parchment paper.,In a large mixing bowl, mix together the pumpkin puree, brown sugar, melted coconut oil and egg until well combined.,In another large bowl, mix together the all purpose flour, protein powder, baking soda, salt, cinnamon, and ground cloves.,Gradually add the dry ingredients to the wet ingredients and mix until just combined. Do not overmix.,Fold in the chocolate chips.,Using a large cookie scoop or 1.5 Tbsp. add cookie dough balls onto the prepared cookie sheet. Slightly press the balls down a bit to flatten since they don’t spread much in the oven. ,Bake for 10-11 minutes in the preheated oven or until the edges of the cookies are lightly golden brown.,Remove from the oven and let the cookies cool on the baking sheet for 5 minutes, then transfer to a wire rack to cool to room temperature.",,80g,,33.0,10.0,3.0,35407,2.0,24,118.0,4.0,Pumpkin Spice Chocolate Chip Cookies,0,1,0,0,0
459,67.0,38.0,15.0,Main Course,American,"This , is a one-pot meal loaded with ground beef and pasta shells in a creamy cottage cheese pumpkin sauce. Full of fall flavors, this is a great recipe to warm you up on cold winter nights. It's like hamburger helper went to the pumpkin patch drinking a pumpkin spice latte and came home a high protein, light but hearty meal that's also ready in less than 30 minutes.",7.0,5.0,30 Minute One Pot Pumpkin Pasta with Cottage Cheese,https://ohsnapmacros.com/wp-content/uploads/2024/09/pumpkinpasta-300x300.jpg,20,"[{'amount': '1', 'unit': 'Tbsp.', 'name': 'olive oil', 'notes': None}, {'amount': '1', 'unit': 'cup', 'name': 'yellow onion, chopped', 'notes': None}, {'amount': '3', 'unit': None, 'name': 'garlic cloves, minced', 'notes': None}, {'amount': '1', 'unit': 'lb.', 'name': 'lean ground beef ', 'notes': '96/4'}, {'amount': '1', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': '1/2-1/4', 'unit': 'tsp.', 'name': 'chipotle chili powder ', 'notes': 'see notes'}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'ground cumin', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'dried rosemary ', 'notes': None}, {'amount': None, 'unit': None, 'name': 'fresh cracked pepper', 'notes': None}, {'amount': '16', 'unit': 'oz.', 'name': 'medium shell pasta', 'notes': None}, {'amount': '4', 'unit': 'cups', 'name': 'low sodium beef broth ', 'notes': '32 oz.'}, {'amount': '1', 'unit': 'cup', 'name': 'water', 'notes': None}, {'amount': '1', 'unit': 'cup', 'name': 'low-fat cottage cheese', 'notes': '220g'}, {'amount': '1', 'unit': 'can', 'name': 'pumpkin puree', 'notes': '15 oz.'}, {'amount': '1', 'unit': 'tsp.', 'name': 'cinnamon', 'notes': None}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'tomato paste', 'notes': None}, {'amount': None, 'unit': None, 'name': 'fresh rosemary ', 'notes': None}, {'amount': None, 'unit': None, 'name': 'fresh basil', 'notes': None}, {'amount': None, 'unit': None, 'name': 'fresh sage leaves', 'notes': None}, {'amount': None, 'unit': None, 'name': 'Parmesan cheese', 'notes': None}]","Add the olive oil to a large skillet over medium heat. Add the onions and garlic and saute until the onion is translucent. ,Add the ground beef and cook, breaking into bite size pieces, until cooked through. Approximately 5 minutes. Add the salt, chipotle powder, cumin, rosemary and pepper. Stir to combine.,Add the uncooked pasta, beef broth and water to the pan, stirring to submerge the pasta shells as best as possible. Bring to a boil and reduce to medium heat. Cook, stirring often for 12-14 minutes or until the pasta is cooked. ,Optional, add the cottage cheese, pumpkin puree, tomato paste and cinnamon to a blender and blend so the cottage cheese is smooth. Or, just add in chunky, I promise it doesn’t effect the taste or texture of the pasta. ,Add the cottage cheese, pumpkin puree, tomato paste and cinnamon directly to the pan with the pasta. Stir and cook for a few additional minutes to warm through and evenly coat the pasta shells. ,Adjust with salt and pepper to taste, serve and enjoy! ",,,,644.0,10.0,33.0,50914,1.0,6,490.0,7.0,Pumpkin Pasta,0,1,0,0,0
180,21.0,52.0,,"Dessert, Snack",American,"This , is the perfect fall treat for your pumpkin cravings. Filled with oversized chocolate chips and warming pumpkin pie spice, this moist pumpkin bread is a delicious protein filled fall treat! ",5.0,3.0,Easy Pumpkin Chocolate Chip Bread (High Protein),https://ohsnapmacros.com/wp-content/uploads/2023/10/proteinpumpkinbread-300x300.jpg,13,"[{'amount': '1', 'unit': 'cup', 'name': 'pumpkin puree', 'notes': '240g'}, {'amount': '1', 'unit': 'cup', 'name': 'plain non-fat Greek yogurt ', 'notes': '224g'}, {'amount': '1/4', 'unit': 'cup', 'name': 'unsweetened applesauce ', 'notes': '59g'}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'honey', 'notes': None}, {'amount': '2', 'unit': 'large', 'name': 'eggs', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'pure vanilla extract', 'notes': None}, {'amount': '1', 'unit': 'cup', 'name': 'whole wheat flour', 'notes': '120g'}, {'amount': '1', 'unit': 'cup', 'name': None, 'notes': '90g'}, {'amount': '1.5', 'unit': 'tsp.', 'name': 'baking powder', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'baking soda', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': '2', 'unit': 'tsp.', 'name': 'pumpkin pie spice', 'notes': None}, {'amount': '1/2', 'unit': 'cup', 'name': 'dark chocolate chip morsels', 'notes': '88g'}]","Preheat your oven to 350 degrees fahrenheit and prepare a loaf pan with non-stick cooking spray or line it with parchment paper.,In a large bowl, combine the pumpkin puree, Greek yogurt, applesauce, honey, eggs, and vanilla extract.,In a separate mixing bowl, combine the whole wheat flour, protein powder, baking powder, baking soda, salt, and pumpkin pie spice.,Gradually add the dry ingredients to the wet ingredients, stirring until just combined. Be careful not to overmix as it can result in a dense bread. Fold in the dark chocolate chips.,Pour batter into the prepared loaf pan, smoothing the top with a spatula. Optional, top with additional chocolate chips,Bake for 45-60 minutes, or until a toothpick inserted into the center comes out clean or with a few moist crumbs. After 30 minutes of baking I highly suggest tenting the top of the bread with foil and returning to the oven for the remainder of the time so the top of the bread doesn’t burn. ,Allow the pumpkin bread to cool in the pan for about 10 minutes before transferring it to a wire rack to cool completely or cutting right into it for warm melty chocolate pumpkin bread. ",,88g,,139.0,10.0,13.0,35636,2.0,10,228.0,10.0,Protein Pumpkin Bread,0,1,0,0,0
174,16.0,39.0,25.0,Dessert,American,"Elevate your dessert spread with these ,. A perfect blend of velvety pumpkin and rich cream cheese on a spiced vanilla wafer crust these have the perfect burst of flavors and pumpkin spice in every bite. ",11.0,,Mini Pumpkin Pie Cheesecakes with Wafer Cookie Crust,https://ohsnapmacros.com/wp-content/uploads/2023/09/minipumpkinpiescheesecakes-300x300.jpg,13,"[{'amount': '5.5', 'unit': 'oz.', 'name': 'vanilla wafer cookies ', 'notes': '1/2 a box'}, {'amount': '2', 'unit': 'tsp. ', 'name': 'pumpkin pie spice ', 'notes': None}, {'amount': '1/4', 'unit': 'cup', 'name': 'salted butter', 'notes': 'melted'}, {'amount': '8', 'unit': 'oz.', 'name': '1/3 less fat cream cheese', 'notes': 'softened'}, {'amount': '1/3', 'unit': 'cup', 'name': 'dark brown sugar', 'notes': 'packed 56g'}, {'amount': '1/2', 'unit': 'cup', 'name': 'pumpkin puree', 'notes': '120g *not pumpkin pie filling'}, {'amount': '2', 'unit': 'tsp. ', 'name': 'pumpkin pie spice ', 'notes': None}, {'amount': '1/2 ', 'unit': 'Tbsp. ', 'name': 'all-purpose flour ', 'notes': None}, {'amount': '1', 'unit': None, 'name': 'egg', 'notes': None}, {'amount': None, 'unit': None, 'name': 'Whipped topping', 'notes': None}, {'amount': None, 'unit': None, 'name': 'pumpkin pie spice', 'notes': None}, {'amount': None, 'unit': None, 'name': 'caramel sauce ', 'notes': None}, {'amount': None, 'unit': None, 'name': 'maple syrup ', 'notes': None}]","Preheat the oven to 325 degrees Fahrenheit and line a muffin tin with cupcake liners. In a food processor, crumble the vanilla wafer cookies and pumpkin pie spice until well crushed and you have a bowl of fine crumbs. ,Pour in the melted butter and pulse to combine. The mixture should resemble wet sand.  ,Using a 1 ½ Tablespoon cookie scoop, place one full scoop of crust in each liner in the muffin pan and press firmly into the bottom.  Bake for 6-10 minutes or until the edges begin to brown. Allow to cool while making the cheesecake filling. ,To make the cheesecake filling, in a large bowl beat the less-fat cream cheese and dark brown sugar until light and fluffy with a hand or electric mixer, about 3-5 minutes. The sugar should not be grainy at this point but well incorporated into the cream cheese.  ,Mix in the pumpkin puree, pumpkin pie spice, and flour until incorporated.  ,Slowly beat in the large egg, just until combined. Do not overmix your cheesecake batter.  ,Place one and ½ scoop of the pumpkin cheesecake filling in each prepared and cooled crust using the cookie scoop. Evenly distributed between all 12 muffin tins. ,Bake cheesecakes for 12-15 minutes or until the edges are set and the middle slightly wobbles.  ,Allow the mini cupcakes to cool to room temperature, cover with plastic wrap, and refrigerate for 2 hours or overnight for best results.  ,When ready to serve, remove from the baking pan, top with syrup, whipped topping, and pumpkin pie spice, and serve. ",,,,7.0,15.0,3.0,35767,6.0,12,124.0,11.0,Mini Pumpkin Pie Cheesecakes,0,1,0,0,0
60,14.0,,,Dessert,American,"If you love all things pumpkin then these creamy , are exactly what you need this fall season. With a light but creamy texture, this sweet treat has the perfect pumpkin spice flavor and is so easy to make. The hardest part will be waiting for your homemade popsicles to freeze!",,1.0,Creamy Pumpkin Pie Spice Popsicle Recipe,https://ohsnapmacros.com/wp-content/uploads/2023/10/pumpkinpopsicles-300x300.jpg,8,"[{'amount': '1', 'unit': 'box', 'name': 'sugar-free vanilla instant pudding mix', 'notes': '1 oz. '}, {'amount': '1', 'unit': 'cup', 'name': 'cold unsweetened almond milk ', 'notes': None}, {'amount': '1', 'unit': 'cup', 'name': 'pumpkin puree', 'notes': '240g'}, {'amount': '1', 'unit': 'cup', 'name': 'zero sugar Cool Whip', 'notes': '110g'}, {'amount': '1/4', 'unit': 'cup', 'name': 'light brown sugar', 'notes': 'packed, 55g'}, {'amount': '1', 'unit': 'tsp.', 'name': 'ground cinnamon', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'ground ginger', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'ground cloves', 'notes': None}]","In a large mixing bowl, whisk together the instant vanilla pudding mix and cold almond milk. It should thicken quickly. ,Once the pudding starts to thicken, fold in the pumpkin puree.,Add the brown sugar, cinnamon, ginger, and cloves to the mixture. Mix thoroughly until everything is well-combined and no chunks remain. ,Gently fold in the 1 cup of Cool Whip until well blended. If the cook whip is frozen, zap it in the microwave first to soften before adding to the bowl. ,Transfer the pudding mixture into 8 silicone popsicle mold and freeze overnight.",,,,8.0,5.0,1.0,36887,,8,159.0,8.0,Pumpkin Popsicles,0,1,0,0,0
120,27.0,,,Dessert,American,"g is the perfect dessert to indulge in this time of year. This creamy pudding has simple ingredients and is filled with pumpkin pie spice flavors. Grab a spoon, dig in, and enjoy.",1.0,2.0,The Best Homemade Pumpkin Pie Pudding Recipe,https://ohsnapmacros.com/wp-content/uploads/2023/10/pumpkin-pudding-300x300.jpg,8,"[{'amount': '1', 'unit': 'box', 'name': 'sugar-free vanilla instant pudding mix', 'notes': '1 oz. '}, {'amount': '1', 'unit': 'cup', 'name': 'cold unsweetened almond milk ', 'notes': None}, {'amount': '1', 'unit': 'cup', 'name': 'pumpkin puree', 'notes': '240g'}, {'amount': '1', 'unit': 'cup', 'name': 'zero sugar Cool Whip', 'notes': '110g'}, {'amount': '1/4', 'unit': 'cup', 'name': 'light brown sugar', 'notes': 'packed, 55g'}, {'amount': '1', 'unit': 'tsp.', 'name': 'ground cinnamon', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'ground ginger', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'ground cloves', 'notes': None}]","In a large mixing bowl, whisk together the instant vanilla pudding mix and cold almond milk. It should thicken quickly. ,Once the pudding starts to thicken, fold in the pumpkin puree.,Add the brown sugar, cinnamon, ginger, and cloves to the mixture. Mix thoroughly until everything is well-combined and no chunks remain. ,Gently fold in the 1 cup of Cool Whip until well blended. If the cool whip is frozen, zap it in the microwave first to soften before adding to the bowl. Weigh frozen. ,Transfer the pudding mixture into individual serving dishes or a large serving bowl. Refrigerate for at least 2-3 hour to allow the flavors to meld and the pudding to set completely. ,Once chilled, garnish with additional Cool Whip on top if desired. Optionally, sprinkle a little more cinnamon on top for decoration and added flavor.",,,,16.0,5.0,2.0,36264,1.0,4,318.0,16.0,Pumpkin Pudding,0,1,0,0,0
165,22.0,54.0,35.0,Dessert,American,"These chocolate , are the perfect treat. Layers of fudgy chocolate brownies and pumpkin cake are swirled together, with each bite filled with the rich flavors of chocolate and pumpkin. ",8.0,2.0,Chocolate Pumpkin Swirl Fudge Brownies,https://ohsnapmacros.com/wp-content/uploads/2024/08/pumpkinbrownies-300x300.jpg,15,"[{'amount': '1', 'unit': 'cup', 'name': 'granulated sugar', 'notes': '192g'}, {'amount': '2', 'unit': None, 'name': 'eggs, room temperature ', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'vanilla extract', 'notes': None}, {'amount': '1/2', 'unit': 'cup', 'name': 'unsalted butter, melted and cooled', 'notes': None}, {'amount': '1', 'unit': 'cup', 'name': 'unsweetened cocoa powder', 'notes': '80g'}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'baking soda', 'notes': None}, {'amount': '1/4', 'unit': 'cup', 'name': 'sugar', 'notes': '48g'}, {'amount': '1', 'unit': None, 'name': 'egg, room temperature ', 'notes': None}, {'amount': '1/2', 'unit': 'cup', 'name': 'pumpkin puree', 'notes': '108g'}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'creamy peanut butter (or almond butter)', 'notes': '33g'}, {'amount': '1/2', 'unit': 'cup', 'name': 'all-purpose flour', 'notes': '60g'}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'baking soda', 'notes': None}, {'amount': '3/4', 'unit': 'tsp.', 'name': 'pumpkin pie spice', 'notes': None}]","Preheat the oven at 350 degrees. Lightly grease an 8×8-inch pan and line it with parchment paper, leaving an overhand. This will make it easier to remove and slice the brownies later on.,Start by making the chocolate brownie batter. Add the sugar, eggs, and vanilla extract to a medium sized bowl and whisk to combine. ,Slowly add in the melted butter, whisking as you go so that any residual warmth from the butter doesn’t scramble the egg.,Once you’ve incorporated the butter, add the cocoa powder, salt, and baking soda to the bowl. Whisk until you have a smooth batter and there are no longer any pockets of dry ingredients remaining. Set the bowl aside and give your whisk a quick rinse. ,Make the pumpkin batter next. Add the sugar, egg, pumpkin puree, and peanut butter to a bowl and whisk until smooth. Add the flour, salt, baking soda, and pumpkin pie spice and whisk until just combined. ,Spread about two-thirds of the chocolate brownie batter on the bottom of the prepared pan in an even layer. ,Then, gently spread half of the pumpkin layer on top., Lastly, alternate placing dollops of the remaining pumpkin and brownie batters across the top of the surface. Gently swirl the dollops together with a butter knife or spoon, then tap the pan on the counter firmly a few times to help settle the batter. ,Bake the brownies in the preheated oven for 30-35 minutes or until a tester comes out with a few moist crumbs. Cool the brownies in the pan completely before slicing into 16 squares.",3.0,,1.0,111.0,15.0,3.0,50749,4.0,16,88.0,16.0,Pumpkin Brownies,0,1,0,0,0
62,14.0,,15.0,"Breakfast, Dessert",American,"These easy , are the perfect fall treat. They have a simple two ingredient batter which makes them shockingly easy to make. The best part? They have half the fat and calories as a normal mini donut so you can finally get your donut fix in, guilt-free.",,,Baked Pumpkin Mini Donuts (with 2 ingredient batter),https://ohsnapmacros.com/wp-content/uploads/2023/10/minipumpkindonuts-300x300.jpg,8,"[{'amount': '1', 'unit': 'box', 'name': 'Spice Cake Mix', 'notes': 'Duncan Hines® '}, {'amount': '1', 'unit': 'can', 'name': '100% pure pumpkin puree', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'light brown sugar', 'notes': 'or sugar substitute'}, {'amount': '1', 'unit': 'tsp.', 'name': 'pumpkin pie spice', 'notes': None}, {'amount': '1 ', 'unit': 'Tbsp. ', 'name': 'butter', 'notes': 'melted'}, {'amount': '3/4', 'unit': 'cup', 'name': 'powdered sugar', 'notes': 'or sugar substitute'}, {'amount': '1 1/2-2', 'unit': 'tsp.', 'name': 'pumpkin pie spice', 'notes': None}, {'amount': '3-4', 'unit': 'Tbsp.', 'name': 'milk', 'notes': 'any kind works '}]","Preheat the oven to 425 degrees fahrenheit.,In a large bowl combine the cake mix and pumpkin puree. Mix until fully combined and no powdered cake mix remains. ,In a 12-mini donut baking pan, evenly scoop the donut dough into the pan approximately ¾ the way full. A great trick is to fill a ziplock with the batter, cut a hole at the corner and use it as a piping bag to add the batter to the pan. The dough will be sticky, you can use a rubber spatula to smooth out or wet your fingers. ,Place the donuts in the oven and bake for 9-10 minutes or until cooked through and browned. Remove and let cook in the pan for 5 minutes prior to transferring to a wire rack to completely cool. ,While the donuts bake decide if you want sugar coated, glazed of a mixture of both. , simply mix the brown sugar and pumpkin spice in a small bowl wide enough to dip the donuts in.,Brush the tops of the donuts with the melted butter before dipping into the bowl of sugar to get the sugar to coat to the donuts. If coating with glaze be sure to let them completely cool first so the glaze doesn’t melt off. , whisk together the powdered sugar, pumpkin spice and milk until a frosting like consistency. Use 1 ½-2 tsp. Of pumpkin spice to your preferred taste and 3-4 Tbsp. of milk to the desired sticky frosting consistency. Let the donuts fully cool to room temperature and then place the tops in the glaze and pull out in a circular motion so the glaze coats the entire top. Place back on the cooling rack to set. ",,any kind works ,,,5.0,1.0,36722,,24,122.0,7.0,Pumpkin Mini Donuts,0,1,0,0,0
188,31.0,31.0,19.0,"Breakfast, Snack",American,"These , are moist, tender and perfectly fluffy. They're sweetened with only honey and bananas and are a perfect combination of banana bread and fall flavors. Both adults and kids love these muffins and they make a perfect grab and go snack. ",6.0,2.0,Easy Banana Pumpkin Muffins (with no added sugar),https://ohsnapmacros.com/wp-content/uploads/2024/08/pumpkinbananamuffins-300x300.jpg,13,"[{'amount': '1 1/2', 'unit': 'cups', 'name': 'all-purpose flour', 'notes': '180g'}, {'amount': '1/2', 'unit': 'cup', 'name': 'whole wheat flour', 'notes': '60g'}, {'amount': '1', 'unit': 'tsp.', 'name': 'baking powder', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'baking soda', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'ground cinnamon', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'nutmeg', 'notes': None}, {'amount': '1/2', 'unit': 'cup', 'name': 'pumpkin puree', 'notes': '120g'}, {'amount': '2', 'unit': 'ripe', 'name': 'medium bananas, mashed', 'notes': '220g'}, {'amount': '2', 'unit': 'large', 'name': 'eggs, room temperature', 'notes': None}, {'amount': '1/2', 'unit': 'cup', 'name': 'honey', 'notes': '160g'}, {'amount': '1 1/2', 'unit': 'tsp.', 'name': 'vanilla extract', 'notes': None}, {'amount': '1/4', 'unit': 'cup', 'name': None, 'notes': '48g'}]","Preheat your oven to 375 degrees. Line a muffin pan with a 12 muffin capacity with cupcake liners. ,Add the flours, baking powder, baking soda, salt, cinnamon, and nutmeg to a bowl. Whisk to combine.,In a separate larger bowl, whisk together the pumpkin, mashed bananas, eggs, honey, vanilla, and melted coconut oil until smooth. ,Add the dry ingredients to the wet, mixing until just combined. You want to make sure there are no pockets of flour remaining in the batter. ,Divide the batter between the 12 lined muffin cups. You can do this with a large scoop or using a spoon just evenly distibute between the cups. Tap the pan on the counter a few times to help settle the batter, then place the pan in the preheated oven. Bake the muffins for 16-20 minutes or until the tops have risen and a toothpick or tester inserted into the center comes out clean. ,Cool the muffins in the pan for 5 minutes before moving them to a cooling rack. ",1.0,48g,,107.0,10.0,4.0,50814,4.3,12,102.0,14.0,Pumpkin Banana Muffins,0,1,0,0,0
284,35.0,31.0,10.0,Breakfast,American,"These , are the best high protein version of the classic with a fun twist! They're not only fun for adults but kids will love using their hands for breakfast and dipping these french toast sticks in all the sauces. Pair them with fruit, sausage or eggs. ",8.0,1.0,Easy High Protein French Toast Sticks (pumpkin spice),https://ohsnapmacros.com/wp-content/uploads/2023/09/frenchtoaststicks-300x300.jpg,11,"[{'amount': '8', 'unit': 'slices ', 'name': 'Brioche bread ', 'notes': None}, {'amount': '1/2', 'unit': 'cup', 'name': 'liquid egg whites', 'notes': '220g'}, {'amount': '1/2', 'unit': 'cup', 'name': 'unsweetened vanilla almond milk', 'notes': '120ml'}, {'amount': '1', 'unit': 'scoop', 'name': 'vanilla protein powder (31g)', 'notes': '(PeScience Gourmet Vanilla)'}, {'amount': '1', 'unit': 'tsp.', 'name': 'pumpkin pie spice ', 'notes': 'or cinnamon'}, {'amount': '3', 'unit': 'Tbsp. ', 'name': 'sugar', 'notes': None}, {'amount': '1', 'unit': 'tsp. ', 'name': 'pumpkin pie spice ', 'notes': None}, {'amount': None, 'unit': None, 'name': 'powdered sugar', 'notes': None}, {'amount': None, 'unit': None, 'name': 'maple syrup ', 'notes': None}, {'amount': None, 'unit': None, 'name': 'peanut butter', 'notes': None}, {'amount': None, 'unit': None, 'name': 'chocolate sauce ', 'notes': None}]","In a shallow mixing bowl combine the egg whites, almond milk, protein powder, pumpkin spice, and whisk until well combined and minimal, if any, chunks of protein powder remain. ,Heat a non-stick skillet or griddle over medium heat and spray with cooking spray. Cut each slice of bread slice into 4 slices each. ,Place a couple of slices of bread into the French toast batter at a time and let them soak on both sides. Remove and let any excess drip off prior to adding to the hot pan. Cook on both sides for 3-4 minutes until the liquid eggs have cooked through and the french toast sticks are nice and golden brown. Remove from the pan and repeat with the remaining bread and French toast batter. ,Serve with maple syrup, peanut butter, chocolate sauce, powdered sugar, greek yogurt or fresh fruit. ,Optional: mix the sugar and pumpkin pie spice and place in a shallow bowl. Remove the sticks from the pan and immediately roll in the pumpkin pie and sugar mixture for a sweet sugary coating.",,,,108.0,5.0,17.0,36215,4.0,4,471.0,9.0,Protein French Toast Sticks,0,1,0,0,0
272,25.0,40.0,,Dessert,American,"There's no better addition to your dessert spread during the holidays than a ,. This classic pumpkin pie has everything we love about Thanksgiving desserts: delicious, decadent, and creamy. After trying a added crunchy twist from graham crackers you'll be making this every year. ",11.0,1.0,Creamy Pumpkin Pie with Graham Cracker Crust,https://ohsnapmacros.com/wp-content/uploads/2023/10/pumpkinpie-300x300.jpg,13,"[{'amount': '1 1/2 ', 'unit': 'cups', 'name': 'finely crushed graham crackers', 'notes': 'about 12 whole sheets'}, {'amount': '1/4', 'unit': 'cup', 'name': 'granulated sugar', 'notes': None}, {'amount': '6', 'unit': 'Tbsp.', 'name': 'coconut oil', 'notes': 'melted, 90g'}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': '1', 'unit': 'can', 'name': 'pumpkin puree', 'notes': '15 oz'}, {'amount': '3/4', 'unit': 'cup', 'name': 'granulated sugar', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'ground cinnamon', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'ground ginger', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'ground cloves', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'ground nutmeg', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': '2', 'unit': 'large', 'name': 'eggs', 'notes': None}, {'amount': '1', 'unit': 'cup', 'name': 'heavy cream', 'notes': '245g'}]","Preheat your oven to 375 degrees Fahrenheight.,In a food processor, pulse the graham crackers into fine crumbs.,In a medium bowl, combine the crushed graham crackers, sugar, melted coconut oil, and salt. Stir until the mixture is well combined and has a consistency similar to wet sand. Press the mixture firmly into the bottom and up the sides of a 9-inch pie pan.,Bake in the preheated oven for 7-8 minutes until slightly golden. Remove from the oven and set aside.,In a large bowl, whisk together the pumpkin puree, sugar, cinnamon, ginger, cloves, nutmeg, and salt until well combined. Beat in the eggs one at a time, followed by the heavy cream, mixing until the filling is smooth.,Pour the pumpkin mixture over the crust and smooth the top with a rubber spatula, if needed. Bake in the preheated oven for about 55-65 minutes, or until the center is slightly jiggly and set. You can also check the internal temperature is 185 degrees Fahrenheight to confirm it is done prior to removing from the oven. ,At the 30 minute mark, cover the edges of the pie with aluminum foil or a pie crust shield so the edges do not burn. You can cover just the edges of the pie with foil or use a pie shield to avoid burning the tips of the pie crust. To make a pie guard, cut a ring out of parchment paper and lay it over the edge to cover the crust and leave the center of the pie open. ,Remove the pie from the oven and allow it to cool on a wire rack for at least 3-4 hours to set. ,Cover with foil and transfer to the refrigerator to set overnight for best results.,Slice and serve with a dollop of whipped cream on top of the pie, if desired.",1.0,245g,,26.0,15.0,2.4,35862,8.0,10,40.0,26.0,Pumpkin Pie with Graham Cracker Crust,0,1,0,0,0
